part_id;ts_date;ts_time;room
Test;20170921;11:17:36;Bathroom
Test;20170921;11:17:56;Kitchen
Test;20170921;11:17:58;Bedroom
Test;20170921;11:18:22;Kitchen
Test;20170921;11:18:28;Bedroom
Test;20170921;11:18:34;Entrance
Test;20170921;11:23:10;Bathroom
2113;20170921;05:01:03;Kitchen
2113;20170921;05:01:53;Entrance
2113;20170921;05:02:00;Bedroom
2113;20170921;05:02:45;Bathroom
2113;20170921;05:03:00;Bedroom
2113;20170921;05:03:10;Bathroom
2113;20170921;05:03:18;Entrance
2113;20170921;05:03:20;Kitchen
2113;20170921;05:03:34;Entrance
2113;20170921;05:05:20;Kitchen
2113;20170922;16:33:33;Kitchen
1003;20170904;09:47:36;Kitchen
1003;20170904;09:47:43;Outdoor
1003;20170923;10:31:48;Bathroom
1003;20170923;12:17:17;Bathroom
1035;20170920;16:32:26;Hall
1035;20170920;16:32:30;Bathroom
1035;20170920;16:32:48;Hall
1035;20170920;16:33:03;Hall
1035;20170920;17:40:48;Hall
1035;20170921;06:50:36;Hall
1035;20170921;06:51:34;Bathroom
1035;20170921;06:52:46;Hall
1035;20170921;06:53:26;Hall
1035;20170921;06:53:37;Hall
1035;20170921;07:03:11;Bathroom
1035;20170921;07:03:18;Bathroom
1035;20170921;07:05:06;Bathroom
1035;20170921;07:05:30;Hall
1035;20170921;07:05:47;Bathroom
1035;20170921;07:05:59;Hall
1035;20170921;07:52:37;Hall
1035;20170921;08:01:23;Bathroom
1035;20170921;08:20:13;Bathroom
1035;20170921;08:20:32;Bathroom
1035;20170921;08:20:58;Bathroom
1035;20170921;08:21:05;Bathroom
1035;20170921;08:21:37;Bathroom
1035;20170921;08:22:04;Bathroom
1035;20170921;08:23:27;Bathroom
1035;20170921;08:24:00;Bathroom
1035;20170921;08:24:36;Bathroom
1035;20170921;08:24:45;Bathroom
1035;20170921;08:25:04;Bathroom
1035;20170921;08:25:17;Bathroom
1035;20170921;08:25:46;Bathroom
1035;20170921;08:26:24;Hall
1035;20170921;08:32:58;Hall
1035;20170921;08:35:09;Bathroom
1035;20170921;08:35:37;Hall
1035;20170921;08:45:20;Hall
1035;20170921;08:45:39;Bathroom
1035;20170921;08:48:09;Hall
1035;20170921;08:53:03;Hall
1035;20170921;08:53:37;Hall
1035;20170921;08:54:46;Hall
1035;20170921;08:56:30;Hall
1035;20170921;08:57:03;Hall
1035;20170921;08:58:13;Outdoor
1035;20170921;10:09:19;Outdoor
1035;20170921;10:10:46;Hall
1035;20170921;10:11:07;Hall
1035;20170921;10:11:18;Hall
1035;20170921;10:12:18;Hall
1035;20170921;10:12:32;Bathroom
1035;20170921;10:35:49;Hall
1035;20170925;07:44:33;Outdoor
1003;20170923;12:18:31;Outdoor
1003;20170923;12:18:47;Bathroom
Test;20170926;10:03:02;Bedroom
Test;20170926;10:03:03;Entrance
Test;20170926;10:04:08;Bedroom
Test;20170926;10:04:10;Entrance
Test;20170926;10:04:43;Bedroom
Test;20170926;10:04:45;Entrance
2108;20170923;07:56:29;Bedroom
2108;20170926;11:29:38;Kitchen
2108;20170926;11:29:41;Kitchen
2108;20170926;11:29:42;Bathroon
2108;20170926;11:29:49;Bedroom
2108;20170926;11:30:07;Kitchen
1003;20170925;08:58:42;Outdoor
1003;20170925;17:10:01;Bathroom
1003;20170925;17:10:08;Livingroom
1003;20170926;15:31:49;Bathroom
1003;20170926;15:31:54;Livingroom
1003;20170926;15:32:09;Hall
1003;20170926;15:32:31;Livingroom
1035;20170925;14:04:37;Kitchen
1035;20170925;14:04:43;Livingroom2
1035;20170925;14:04:45;Hall
1035;20170925;14:04:46;Bathroom
1035;20170925;14:04:51;Hall
1035;20170925;14:04:57;Livingroom2
1035;20170925;14:05:02;Livingroom1
1035;20170926;17:20:57;Kitchen
1035;20170926;17:20:58;Livingroom1
1035;20170926;17:20:59;Livingroom2
1035;20170926;17:21:06;Hall
1035;20170926;17:21:14;Livingroom2
1035;20170926;17:21:17;Kitchen
1035;20170926;17:21:22;Livingroom1
1035;20170927;06:06:22;Outdoor
1003;20170926;16:16:21;Bathroom
1003;20170926;16:16:22;Livingroom
1003;20170928;16:05:21;Livingroom
1003;20170928;16:05:49;Bathroom
1003;20170928;16:06:07;Livingroom
1003;20170928;16:06:38;Bathroom
1003;20170928;16:06:45;Livingroom
1003;20170928;16:06:57;Hall
1003;20170928;16:07:19;Kitchen
1003;20170928;16:07:36;Hall
1003;20170928;16:07:42;Livingroom
1003;20170928;16:09:00;Hall
1003;20170928;16:10:12;Livingroom
1003;20170928;16:10:24;Bathroom
1003;20170928;16:10:53;Livingroom
1003;20170928;16:11:05;Hall
1003;20170928;16:11:26;Livingroom
1003;20170928;16:27:07;Hall
1003;20170928;16:27:27;Livingroom
1003;20170928;16:52:11;Livingroom
1003;20170928;16:52:27;Hall
1003;20170928;16:52:42;Kitchen
1003;20170928;16:52:58;Livingroom2
1003;20170928;16:53:21;Livingroom
1003;20170928;16:53:42;Bathroom
1003;20170928;16:54:11;Livingroom
1003;20170929;06:34:11;Livingroom
1003;20170929;06:34:23;Hall
1003;20170929;06:34:34;Kitchen
1003;20170929;06:34:58;Livingroom2
1003;20170929;06:35:19;Livingroom
1003;20170929;06:35:29;Bathroom
2113;20170929;09:18:24;Kitchen
2113;20170929;09:18:25;Bathroom
2113;20170929;09:18:48;Outdoor
2113;20170929;09:19:11;Kitchen
1003;20170929;06:35:46;Livingroom
1003;20170929;08:33:28;Livingroom
1003;20170929;08:33:53;Livingroom2
1003;20170929;08:34:18;Kitchen
1035;20170928;14:24:16;Livingroom1
1035;20170928;14:24:21;Livingroom2
1035;20170928;14:24:30;Hall
1035;20170928;14:24:36;Livingroom2
1035;20170928;14:24:39;Bathroom
1035;20170928;14:24:40;Hall
1035;20170928;14:24:41;Bathroom
1035;20170928;14:24:42;Kitchen
1035;20170928;14:24:51;Livingroom1
1035;20170928;14:25:07;Livingroom2
1035;20170928;14:25:11;Livingroom1
1035;20170928;14:25:53;Livingroom2
1035;20170928;14:25:57;Livingroom1
1035;20170928;14:26:12;Livingroom2
1035;20170928;14:26:25;Livingroom1
1035;20170928;14:27:02;Livingroom2
1035;20170928;14:27:04;Livingroom1
1035;20170928;14:28:49;Livingroom2
1035;20170928;14:28:54;Livingroom1
1035;20170928;14:30:07;Livingroom2
1035;20170928;14:30:15;Livingroom1
1035;20170928;15:02:37;Livingroom2
1035;20170928;15:02:38;Livingroom1
1035;20170928;15:02:44;Livingroom2
1035;20170928;15:02:45;Livingroom1
1035;20170928;15:02:48;Kitchen
1035;20170928;15:03:30;Outdoor
1035;20170929;10:16:05;Livingroom1
1035;20170929;10:16:10;Hall
1035;20170929;10:16:22;Livingroom2
1003;20170929;09:54:52;Outdoor
1003;20170929;10:17:23;Livingroom
1003;20170929;10:17:24;Livingroom2
Test;20171003;07:16:00;Bathroom
2100;20170927;07:08:17;Kitchen
2100;20170927;07:08:27;Kitchen
2100;20170927;07:10:40;Entrance
2100;20170927;07:11:00;Kitchen
2100;20170927;07:11:07;Bedroom
2100;20170927;07:11:14;Kitchen
2100;20170927;07:11:23;Entrance
2100;20170927;07:11:36;Kitchen
2100;20170927;07:11:40;Bedroom
2100;20170927;12:53:58;Kitchen
2100;20170927;12:54:04;Bedroom
2100;20170927;12:54:30;Kitchen
2100;20170927;12:54:36;Bathroom
2100;20170927;12:54:38;Bedroom
2100;20170927;12:54:48;Kitchen
2100;20170927;12:55:07;Entrance
2100;20170927;12:55:10;Kitchen
2100;20170927;12:55:13;Bathroom
2100;20170927;12:55:14;Bedroom
2100;20170927;12:56:29;Kitchen
2100;20170927;12:56:58;Bedroom
2100;20170927;12:57:06;Kitchen
2100;20170927;13:32:07;Entrance
2100;20170927;13:32:13;Entrance
2100;20170927;13:56:55;Entrance
2100;20170927;13:57:31;Entrance
2100;20170927;13:57:52;Entrance
2100;20170927;13:58:43;Entrance
2100;20170927;13:58:50;Entrance
2100;20170927;13:59:07;Entrance
2100;20170927;13:59:17;Entrance
2100;20170927;13:59:25;Entrance
2100;20170927;13:59:47;Entrance
2100;20170927;14:00:05;Entrance
2100;20170927;14:00:09;Entrance
2100;20170927;14:00:31;Entrance
2100;20170927;14:00:44;Entrance
2100;20170927;14:00:48;Entrance
2100;20170927;14:01:05;Entrance
2100;20170927;14:01:13;Entrance
2100;20170927;14:01:34;Entrance
2100;20170927;14:02:21;Entrance
2100;20170927;14:02:27;Entrance
2100;20170927;14:02:42;Entrance
2100;20170927;14:02:57;Entrance
2100;20170927;14:03:11;Entrance
2100;20170927;14:03:20;Entrance
2100;20170927;14:03:43;Entrance
2100;20170927;14:03:50;Entrance
2100;20170927;14:03:54;Entrance
2100;20170927;14:04:40;Entrance
2100;20170927;14:05:17;Entrance
2100;20170927;14:05:21;Entrance
2100;20170927;14:05:30;Entrance
2100;20170927;14:05:45;Entrance
2100;20170927;14:06:02;Entrance
2100;20170927;14:06:19;Entrance
2100;20170927;14:06:28;Entrance
2100;20170927;14:06:31;Entrance
2100;20170927;14:06:35;Entrance
2100;20170927;14:06:43;Entrance
2100;20170927;14:06:54;Entrance
2100;20170927;14:07:03;Entrance
2100;20170927;14:07:53;Entrance
2100;20170927;14:08:27;Entrance
2100;20170927;14:08:33;Entrance
2100;20170927;14:08:48;Entrance
2100;20170927;14:08:54;Entrance
2100;20170927;14:09:01;Entrance
2100;20170927;14:09:37;Entrance
2100;20170927;14:09:47;Entrance
2100;20170927;14:10:26;Entrance
2100;20170927;14:10:39;Entrance
2100;20170927;14:10:42;Entrance
2100;20170927;14:10:49;Entrance
2100;20170927;14:11:00;Entrance
2100;20170927;14:11:22;Entrance
2100;20170927;14:11:48;Entrance
2100;20170927;14:11:53;Entrance
2100;20170927;14:12:00;Entrance
2100;20170927;14:12:07;Entrance
2100;20170927;14:12:33;Entrance
2100;20170927;14:12:36;Entrance
2100;20170927;14:12:58;Entrance
2100;20170927;14:13:02;Entrance
2100;20170927;14:13:07;Entrance
2100;20170927;14:13:10;Entrance
2100;20170927;14:13:21;Entrance
2100;20170927;14:13:38;Entrance
2100;20170927;14:14:05;Entrance
2100;20170927;14:14:26;Entrance
2100;20170927;14:14:55;Entrance
2100;20170927;14:15:02;Entrance
2100;20170927;14:15:19;Entrance
2100;20170927;14:16:03;Entrance
2100;20170927;14:17:47;Entrance
2100;20170927;14:17:59;Entrance
2100;20170927;14:18:16;Entrance
2100;20170927;14:18:43;Entrance
2100;20170927;14:18:58;Entrance
2100;20170927;14:19:10;Entrance
2100;20170927;14:19:37;Entrance
2100;20170927;14:20:18;Entrance
2100;20170927;14:20:32;Entrance
2100;20170927;14:20:55;Entrance
2100;20170927;14:21:05;Entrance
2100;20170927;14:21:17;Entrance
2100;20170927;14:21:24;Entrance
2100;20170927;14:21:30;Entrance
2100;20170927;14:21:43;Entrance
2100;20170927;14:22:37;Entrance
2100;20170927;14:23:08;Entrance
2100;20170927;14:23:16;Entrance
2100;20170927;14:23:29;Entrance
2100;20170927;14:23:35;Entrance
2100;20170927;14:23:52;Entrance
2100;20170927;14:24:07;Entrance
2100;20170927;14:24:11;Entrance
2100;20170927;14:24:42;Entrance
2100;20170927;14:24:45;Entrance
2100;20170927;14:25:11;Entrance
2100;20170927;14:25:29;Entrance
2100;20170927;14:25:35;Entrance
2100;20170927;14:25:53;Entrance
2100;20170927;14:26:00;Entrance
2100;20170927;14:26:19;Entrance
2100;20170927;14:26:49;Entrance
2100;20170927;14:27:01;Entrance
2100;20170927;14:27:34;Entrance
2100;20170927;14:28:07;Entrance
2100;20170927;14:28:31;Entrance
2100;20170927;14:28:37;Entrance
2100;20170927;14:28:49;Entrance
2100;20170927;14:29:04;Entrance
2100;20170927;14:29:15;Entrance
2100;20170927;14:29:25;Entrance
2100;20170927;14:29:29;Entrance
2100;20170927;14:30:15;Entrance
2100;20170927;14:30:39;Entrance
2100;20170927;14:31:06;Entrance
2100;20170927;14:31:47;Kitchen
2100;20170927;14:49:21;Bedroom
2100;20170927;14:49:23;Bathroom
2100;20170927;14:49:27;Bedroom
2100;20170927;14:49:55;Kitchen
2100;20170927;14:50:01;Bedroom
2100;20170927;14:50:44;Kitchen
2100;20170927;14:50:50;Bedroom
2100;20170927;14:55:04;Kitchen
2100;20170927;14:55:10;Bedroom
2100;20170927;15:04:12;Kitchen
2100;20170927;15:04:17;Bedroom
2100;20170927;15:07:21;Bathroom
2100;20170927;15:39:57;Bedroom
2100;20170927;15:39:59;Bathroom
2100;20170927;15:40:08;Bedroom
2100;20170927;15:40:12;Kitchen
2100;20170927;15:40:23;Bedroom
2100;20170927;15:40:29;Bathroom
2100;20170927;15:40:32;Kitchen
2100;20170927;15:40:44;Bedroom
2100;20170927;15:40:46;Kitchen
2100;20170927;15:40:50;Bedroom
2100;20170927;15:40:52;Bathroom
2100;20170927;15:41:01;Kitchen
2100;20170927;15:41:06;Bedroom
2100;20170927;15:41:25;Kitchen
2100;20170927;15:41:27;Bedroom
2100;20170927;15:41:30;Kitchen
2100;20170927;15:41:48;Kitchen
2100;20170927;15:42:00;Bedroom
2100;20170927;15:45:20;Kitchen
2100;20170927;15:45:43;Bedroom
2100;20170927;15:46:21;Kitchen
2100;20170927;15:46:52;Kitchen
2100;20170927;15:46:58;Entrance
2100;20170927;15:47:09;Entrance
2100;20170927;15:47:20;Kitchen
2100;20170927;15:47:22;Bedroom
2100;20170927;15:47:31;Bathroom
2100;20170927;15:47:40;Bedroom
2100;20170927;15:47:42;Bathroom
2100;20170927;15:47:51;Bedroom
2100;20170927;15:49:20;Kitchen
2100;20170927;15:49:26;Bedroom
2100;20170927;15:49:41;Kitchen
2100;20170927;15:52:01;Bedroom
2100;20170927;15:52:21;Kitchen
2100;20170927;15:55:18;Bedroom
2100;20170927;16:04:17;Outdoor
2100;20170927;16:04:18;Outdoor
2100;20170927;16:06:52;Kitchen
2100;20170927;16:06:53;Bedroom
2100;20170927;16:07:38;Kitchen
2100;20170928;07:41:44;Bedroom
2100;20170928;07:42:32;Outdoor
2100;20170928;07:42:33;Outdoor
2100;20170928;07:42:55;Outdoor
2100;20170928;07:42:56;Outdoor
2100;20170928;07:43:45;Outdoor
2100;20170928;07:43:46;Outdoor
2100;20170928;07:47:08;Outdoor
2100;20170928;07:47:09;Outdoor
2100;20170928;07:49:42;Outdoor
2100;20170928;07:49:43;Outdoor
2100;20170928;07:53:17;Outdoor
2100;20170928;07:53:18;Outdoor
2100;20170928;07:58:29;Outdoor
2100;20170928;07:58:31;Outdoor
2100;20170928;08:00:40;Outdoor
2100;20170928;08:00:41;Outdoor
2100;20170928;08:02:12;Outdoor
2100;20170928;08:02:13;Outdoor
2100;20170928;08:09:04;Outdoor
2100;20170928;08:09:05;Outdoor
2100;20170928;08:11:14;Outdoor
2100;20170928;08:11:15;Outdoor
2100;20170928;08:11:51;Outdoor
2100;20170928;08:11:52;Outdoor
2100;20170928;08:12:38;Outdoor
2100;20170928;08:12:39;Outdoor
2100;20170928;08:19:16;Outdoor
2100;20170928;08:19:17;Outdoor
2100;20170928;08:20:07;Outdoor
2100;20170928;08:20:08;Outdoor
2100;20170928;08:23:19;Outdoor
2100;20170928;08:23:20;Outdoor
2100;20170928;08:24:33;Outdoor
2100;20170928;08:24:34;Outdoor
2100;20170928;08:25:05;Outdoor
2100;20170928;08:25:06;Outdoor
2100;20170928;08:25:31;Outdoor
2100;20170928;08:25:33;Outdoor
2100;20170928;08:27:39;Outdoor
2100;20170928;08:27:40;Outdoor
2100;20170928;08:30:30;Outdoor
2100;20170928;08:30:31;Outdoor
2100;20170928;08:31:44;Outdoor
2100;20170928;08:31:45;Outdoor
2100;20170928;08:32:31;Outdoor
2100;20170928;08:32:32;Outdoor
2100;20170928;08:32:36;Outdoor
2100;20171003;12:26:56;Bathroom
2100;20171003;12:27:07;Bedroom
2100;20171003;12:27:12;Bathroom
2100;20171003;12:27:13;Entrance
2100;20171003;12:27:16;Bathroom
2100;20171003;12:27:57;Entrance
2100;20171003;12:27:58;Bathroom
2100;20171003;12:28:10;Bedroom
2100;20171003;12:28:15;Bathroom
2100;20171003;12:28:22;Entrance
2100;20171003;12:28:32;Bathroom
2100;20171003;12:28:48;Entrance
2100;20171003;12:29:01;Bathroom
2100;20171003;12:29:44;Bedroom
2100;20171003;12:29:50;Bathroom
2100;20171003;12:29:52;Entrance
2100;20171003;12:29:54;Bathroom
2100;20171003;12:29:58;Entrance
2100;20171003;12:30:04;Entrance
2100;20171003;12:30:05;Bedroom
2100;20171003;12:30:07;Entrance
2100;20171003;12:30:09;Bedroom
2100;20171003;12:30:24;Bathroom
2100;20171003;12:30:28;Bedroom
2100;20171003;12:30:41;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:02;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
2100;20171003;12:31:03;Bathroom
